storage_code,dna_extraction,storage_location,unique_ID,bombus_species,leg_or_swab,sex,floral_host,latitude_utm,longitude_utm,elevation,state,county,date_collected,temperature,wind_speed,cloud_cover,site_name,collector,notes,
I35 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lakeshetek-13jul21-impatiens-04-leg,impatiens,leg,female,amorpha canescens,44.099665,-95.686726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
,,,mlb-lakeshetek-13jul21-impatiens-04-swab,impatiens,swab,female,amorpha canescens,44.099665,-95.686726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
I34 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-lakeshetek-13jul21-impatiens-05-leg,impatiens,leg,female,cirsium discolor,44.099665,-95.686726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
,,,mlb-lakeshetek-13jul21-impatiens-05-swab,impatiens,swab,female,cirsium discolor,44.099665,-95.686726,,minnesota,murray,13-07-21,79,7,5,lake shetek state park,mlb,,
,,box 4,mlb-nest-19july21-affinis-01-swab,affinis,swab,female,pycnanthemum virginianum,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-01-leg,affinis,leg,female,pycnanthemum virginianum,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-02-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-02-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-03-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,stumbler,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-03-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,stumbler,
,,box 4,mlb-nest-19july21-affinis-04-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,bent wing,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-04-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,bent wing,
,,box 4,mlb-nest-19july21-affinis-05-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-05-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-06-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-06-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-07-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-07-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-08-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-08-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-09-swab,affinis,swab,male,pycnanthemum virginianum,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-09-leg,affinis,leg,male,pycnanthemum virginianum,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-10-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-10-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-11-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-11-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-12-swab,affinis,swab,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-12-leg,affinis,leg,female,nest,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-13-swab,affinis,swab,male,monarda fistulosa,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-13-leg,affinis,leg,male,monarda fistulosa,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-nest-19july21-affinis-14-swab,affinis,swab,female,teucrium canadense,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,"Logan Lab, USDA, Utah",mlb-nest-19july21-affinis-14-leg,affinis,leg,female,teucrium canadense,43.80668,-91.19545,295,wisconsin,la crosse,19-07-21,75,0,50,nest,mlb,,
,,box 4,mlb-hamline-14july21-affinis-01-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-01-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-02-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-02-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-03-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-03-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-04-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-04-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-05-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-05-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-06-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-06-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-07-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-07-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-14july21-affinis-08-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-14july21-affinis-08-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,box 4,mlb-hamline-16july21-affinis-01-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-16july21-affinis-01-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,box 4,mlb-hamline-16july21-affinis-02-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-16july21-affinis-02-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,box 4,mlb-hamline-16july21-affinis-03-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-16july21-affinis-03-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,box 4,mlb-hamline-16july21-affinis-04-swab,affinis,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,"Logan Lab, USDA, Utah",mlb-hamline-16july21-affinis-04-leg,affinis,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,sampled twice,
I39 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-hamline-14july21-impatiens-01-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,mlb,,
,,,mlb-hamline-14july21-impatiens-01-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
I40 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-hamline-14july21-impatiens-02-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,,mlb-hamline-14july21-impatiens-02-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
I42 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-hamline-14july21-impatiens-03-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,,mlb-hamline-14july21-impatiens-03-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
I41 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",mlb-hamline-14july21-impatiens-04-leg,impatiens,leg,female,hosta,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,,mlb-hamline-14july21-impatiens-04-swab,impatiens,swab,female,hosta,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,,mlb-hamline-14july21-fervidus-01-leg,fervidus,leg,female,hosta,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
,,,mlb-hamline-14july21-fervidus-01-swab,fervidus,swab,female,hosta,,,,minnesota,ramsey,14-07-21,74,0,100,hamline,mlb,,
I49 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-hamline-16july21-impatiens-01-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
,,,srd-hamline-16july21-impatiens-01-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
I50 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-hamline-16july21-impatiens-02-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
,,,srd-hamline-16july21-impatiens-02-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
I48 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-hamline-16july21-impatiens-03-leg,impatiens,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
,,,srd-hamline-16july21-impatiens-03-swab,impatiens,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
,,,srd-hamline-16july21-fervidus-01-leg,fervidus,leg,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
,,,srd-hamline-16july21-fervidus-01-swab,fervidus,swab,female,astilbe,,,,minnesota,ramsey,16-07-21,74,3,0,hamline,srd,,
I46 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-16july21-impatiens-01-leg,impatiens,leg,female,centaurea stoebe,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
,,,srd-troutbrook-16july21-impatiens-01-swab,impatiens,swab,female,centaurea stoebe,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
I43 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-16july21-impatiens-02-leg,impatiens,leg,female,securigera varia,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
,,,srd-troutbrook-16july21-impatiens-02-swab,impatiens,swab,female,securigera varia,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
I44 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-16july21-impatiens-03-leg,impatiens,leg,female,securigera varia,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
,,,srd-troutbrook-16july21-impatiens-03-swab,impatiens,swab,female,securigera varia,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
I54 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-16july21-impatiens-04-leg,impatiens,leg,female,verbena stricta,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
,,,srd-troutbrook-16july21-impatiens-04-swab,impatiens,swab,female,verbena stricta,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
I56 leg,yes,"box 5, -80 freezer B, UMN Bee Research Facility ",srd-troutbrook-16july21-impatiens-05-leg,impatiens,leg,female,verbena stricta,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
,,,srd-troutbrook-16july21-impatiens-05-swab,impatiens,swab,female,verbena stricta,44.975897,-93.09324,,minnesota,ramsey,16-07-21,82,6,50,troutbrook,srd,,
